query_id,measure,value,sistema
Q016,P@10,0.1,BM25
Q016,nDCG@10,0.3607790370815594,BM25
Q017,MAP,0.19145299145299147,BM25
Q017,Bpref,0.3017751479289941,BM25
Q017,MRR,0.3333333333333333,BM25
Q017,P@10,0.5,BM25
Q017,nDCG@10,0.42656723805295954,BM25
Q018,MAP,0.14906346749226004,BM25
Q018,Bpref,0.13333333333333333,BM25
Q018,MRR,1.0,BM25
Q018,P@10,0.2,BM25
Q018,nDCG@10,0.23729607578068374,BM25
Q019,MAP,0.05513468013468013,BM25
Q019,Bpref,0.1111111111111111,BM25
Q019,MRR,0.16666666666666666,BM25
Q019,P@10,0.2,BM25
Q019,nDCG@10,0.18281474195052166,BM25
Q020,MAP,0.06944444444444443,BM25
Q020,Bpref,0.1388888888888889,BM25
Q020,MRR,0.3333333333333333,BM25
Q020,P@10,0.2,BM25
Q020,nDCG@10,0.25807905549843924,BM25
Q021,MAP,0.47297095671005046,BM25
Q021,Bpref,0.4615384615384615,BM25
Q021,MRR,1.0,BM25
Q021,P@10,0.7,BM25
Q021,nDCG@10,0.8190065951327495,BM25
Q022,MAP,0.25274725274725274,BM25
Q022,Bpref,0.2485207100591716,BM25
Q022,MRR,1.0,BM25
Q022,P@10,0.3,BM25
Q022,nDCG@10,0.4982105067707856,BM25
Q023,MAP,0.10606060606060605,BM25
Q023,Bpref,0.1652892561983471,BM25
Q023,MRR,0.5,BM25
Q023,P@10,0.2,BM25
Q023,nDCG@10,0.29420263302058774,BM25
Q024,MAP,0.0,BM25
Q024,Bpref,0.0,BM25
Q024,MRR,0.0,BM25
Q024,P@10,0.0,BM25
Q024,nDCG@10,0.0,BM25
Q025,MAP,0.11666666666666665,BM25
Q025,Bpref,0.18,BM25
Q025,MRR,0.5,BM25
Q025,P@10,0.2,BM25
Q025,nDCG@10,0.3178209882300059,BM25
Q026,MAP,0.14083238190381048,BM25
Q026,Bpref,0.18877551020408162,BM25
Q026,MRR,0.5,BM25
Q026,P@10,0.1,BM25
Q026,nDCG@10,0.227626228959616,BM25
Q027,MAP,0.0,BM25
Q027,Bpref,0.0,BM25
Q027,MRR,0.0,BM25
Q027,P@10,0.0,BM25
Q027,nDCG@10,0.0,BM25
Q028,MAP,0.0,BM25
Q028,Bpref,0.0,BM25
Q028,MRR,0.0,BM25
Q028,P@10,0.0,BM25
Q028,nDCG@10,0.0,BM25
Q029,MAP,0.3185149821407913,BM25
Q029,Bpref,0.39839572192513373,BM25
Q029,MRR,0.5,BM25
Q029,P@10,0.6,BM25
Q029,nDCG@10,0.5302442049991305,BM25
Q030,MAP,0.07482517482517483,BM25
Q030,Bpref,0.1301775147928994,BM25
Q030,MRR,0.5,BM25
Q030,P@10,0.2,BM25
Q030,nDCG@10,0.20248323207250624,BM25
Q031,MAP,0.17134353741496597,BM25
Q031,Bpref,0.22448979591836735,BM25
Q031,MRR,1.0,BM25
Q031,P@10,0.3,BM25
Q031,nDCG@10,0.3679212572135327,BM25
Q032,MAP,0.8895926496240169,BM25
Q032,Bpref,0.8947368421052634,BM25
Q032,MRR,1.0,BM25
Q032,P@10,0.9,BM25
Q032,nDCG@10,0.8611375561264454,BM25
Q033,MAP,0.0,BM25
Q033,Bpref,0.0,BM25
Q033,MRR,0.0,BM25
Q033,P@10,0.0,BM25
Q033,nDCG@10,0.0,BM25
Q034,MAP,0.02314814814814815,BM25
Q034,Bpref,0.048611111111111105,BM25
Q034,MRR,0.16666666666666666,BM25
Q034,P@10,0.1,BM25
Q034,nDCG@10,0.07839826897867533,BM25
Q035,MAP,0.10227272727272728,BM25
Q035,Bpref,0.09090909090909091,BM25
Q035,MRR,1.0,BM25
Q035,P@10,0.1,BM25
Q035,nDCG@10,0.22009176629808017,BM25
Q036,MAP,0.0,BM25
Q036,Bpref,0.0,BM25
Q036,MRR,0.0,BM25
Q036,P@10,0.0,BM25
Q036,nDCG@10,0.0,BM25
Q037,MAP,0.0101010101010101,BM25
Q037,Bpref,0.024793388429752063,BM25
Q037,MRR,0.1111111111111111,BM25
Q037,P@10,0.1,BM25
Q037,nDCG@10,0.06625422345438903,BM25
Q038,MAP,0.7692307692307693,BM25
Q038,Bpref,0.7692307692307693,BM25
Q038,MRR,1.0,BM25
Q038,P@10,1.0,BM25
Q038,nDCG@10,1.0,BM25
Q039,MAP,0.8,BM25
Q039,Bpref,0.8,BM25
Q039,MRR,1.0,BM25
Q039,P@10,1.0,BM25
Q039,nDCG@10,1.0,BM25
Q040,MAP,0.6666666666666666,BM25
Q040,Bpref,0.6666666666666666,BM25
Q040,MRR,1.0,BM25
Q040,P@10,1.0,BM25
Q040,nDCG@10,1.0,BM25
Q041,MAP,0.40207134926034455,BM25
Q041,Bpref,0.23484848484848486,BM25
Q041,MRR,1.0,BM25
Q041,P@10,0.8,BM25
Q041,nDCG@10,0.8236998933965709,BM25
Q042,MAP,0.625,BM25
Q042,Bpref,0.625,BM25
Q042,MRR,1.0,BM25
Q042,P@10,1.0,BM25
Q042,nDCG@10,1.0,BM25
Q043,MAP,0.7407407407407407,BM25
Q043,Bpref,0.7407407407407407,BM25
Q043,MRR,1.0,BM25
Q043,P@10,1.0,BM25
Q043,nDCG@10,0.9652843890316114,BM25
Q044,MAP,0.7710612925444581,BM25
Q044,Bpref,0.4583333333333333,BM25
Q044,MRR,1.0,BM25
Q044,P@10,1.0,BM25
Q044,nDCG@10,1.0,BM25
Q045,MAP,0.1111111111111111,BM25
Q045,Bpref,0.1111111111111111,BM25
Q045,MRR,1.0,BM25
Q045,P@10,0.1,BM25
Q045,nDCG@10,0.23504554941448536,BM25
Q046,MAP,0.0,BM25
Q046,Bpref,0.0,BM25
Q046,MRR,0.0,BM25
Q046,P@10,0.0,BM25
Q046,nDCG@10,0.0,BM25
Q047,MAP,0.3784090909090909,BM25
Q047,Bpref,0.1875,BM25
Q047,MRR,0.25,BM25
Q047,P@10,0.3,BM25
Q047,nDCG@10,0.5002568061719743,BM25
Q048,MAP,0.15076023391812865,BM25
Q048,Bpref,0.15000000000000002,BM25
Q048,MRR,0.5,BM25
Q048,P@10,0.3,BM25
Q048,nDCG@10,0.2874005290571308,BM25
Q049,MAP,0.4375,BM25
Q049,Bpref,0.4,BM25
Q049,MRR,1.0,BM25
Q049,P@10,0.2,BM25
Q049,nDCG@10,0.5531464700081437,BM25
Q050,MAP,0.0,BM25
Q050,Bpref,0.0,BM25
Q050,MRR,0.0,BM25
Q050,P@10,0.0,BM25
Q050,nDCG@10,0.0,BM25
