query_id,measure,value,sistema
Q013,nDCG@10,1.0,TF-IDF
Q014,MAP,0.34090909090909094,TF-IDF
Q014,Bpref,0.25,TF-IDF
Q014,MRR,0.5,TF-IDF
Q014,P@10,0.1,TF-IDF
Q014,nDCG@10,0.23981246656813146,TF-IDF
Q015,MAP,0.19642857142857142,TF-IDF
Q015,Bpref,0.0,TF-IDF
Q015,MRR,0.14285714285714285,TF-IDF
Q015,P@10,0.2,TF-IDF
Q015,nDCG@10,0.3733020777613552,TF-IDF
Q016,MAP,0.18427091427091427,TF-IDF
Q016,Bpref,0.2444444444444444,TF-IDF
Q016,MRR,1.0,TF-IDF
Q016,P@10,0.3,TF-IDF
Q016,nDCG@10,0.46722595791227584,TF-IDF
Q017,MAP,0.2022893772893773,TF-IDF
Q017,Bpref,0.3136094674556213,TF-IDF
Q017,MRR,0.3333333333333333,TF-IDF
Q017,P@10,0.5,TF-IDF
Q017,nDCG@10,0.4244890762679227,TF-IDF
Q018,MAP,0.12016926428691134,TF-IDF
Q018,Bpref,0.09333333333333332,TF-IDF
Q018,MRR,1.0,TF-IDF
Q018,P@10,0.1,TF-IDF
Q018,nDCG@10,0.1803895185407797,TF-IDF
Q019,MAP,0.05833333333333333,TF-IDF
Q019,Bpref,0.11111111111111112,TF-IDF
Q019,MRR,0.25,TF-IDF
Q019,P@10,0.2,TF-IDF
Q019,nDCG@10,0.20752333876187692,TF-IDF
Q020,MAP,0.05158730158730159,TF-IDF
Q020,Bpref,0.11805555555555554,TF-IDF
Q020,MRR,0.3333333333333333,TF-IDF
Q020,P@10,0.2,TF-IDF
Q020,nDCG@10,0.24051935805437294,TF-IDF
Q021,MAP,0.3943222330254415,TF-IDF
Q021,Bpref,0.39510489510489516,TF-IDF
Q021,MRR,1.0,TF-IDF
Q021,P@10,0.6,TF-IDF
Q021,nDCG@10,0.7610351467567569,TF-IDF
Q022,MAP,0.20085470085470084,TF-IDF
Q022,Bpref,0.25443786982248523,TF-IDF
Q022,MRR,1.0,TF-IDF
Q022,P@10,0.4,TF-IDF
Q022,nDCG@10,0.47933773604889957,TF-IDF
Q023,MAP,0.10606060606060605,TF-IDF
Q023,Bpref,0.1652892561983471,TF-IDF
Q023,MRR,0.5,TF-IDF
Q023,P@10,0.2,TF-IDF
Q023,nDCG@10,0.29420263302058774,TF-IDF
Q024,MAP,0.0,TF-IDF
Q024,Bpref,0.0,TF-IDF
Q024,MRR,0.0,TF-IDF
Q024,P@10,0.0,TF-IDF
Q024,nDCG@10,0.0,TF-IDF
Q025,MAP,0.08333333333333333,TF-IDF
Q025,Bpref,0.15,TF-IDF
Q025,MRR,0.5,TF-IDF
Q025,P@10,0.2,TF-IDF
Q025,nDCG@10,0.2918822719427976,TF-IDF
Q026,MAP,0.17027417027417027,TF-IDF
Q026,Bpref,0.16836734693877548,TF-IDF
Q026,MRR,1.0,TF-IDF
Q026,P@10,0.2,TF-IDF
Q026,nDCG@10,0.41292330192811727,TF-IDF
Q027,MAP,0.019230769230769232,TF-IDF
Q027,Bpref,0.0,TF-IDF
Q027,MRR,0.07692307692307693,TF-IDF
Q027,P@10,0.0,TF-IDF
Q027,nDCG@10,0.0,TF-IDF
Q028,MAP,0.07209483574131408,TF-IDF
Q028,Bpref,0.046875,TF-IDF
Q028,MRR,0.06666666666666667,TF-IDF
Q028,P@10,0.0,TF-IDF
Q028,nDCG@10,0.0,TF-IDF
Q029,MAP,0.522638703823618,TF-IDF
Q029,Bpref,0.5534759358288771,TF-IDF
Q029,MRR,1.0,TF-IDF
Q029,P@10,0.7,TF-IDF
Q029,nDCG@10,0.7702043899253147,TF-IDF
Q030,MAP,0.052884615384615384,TF-IDF
Q030,Bpref,0.04733727810650888,TF-IDF
Q030,MRR,0.16666666666666666,TF-IDF
Q030,P@10,0.1,TF-IDF
Q030,nDCG@10,0.07839826897867533,TF-IDF
Q031,MAP,0.10227272727272728,TF-IDF
Q031,Bpref,0.12244897959183675,TF-IDF
Q031,MRR,1.0,TF-IDF
Q031,P@10,0.1,TF-IDF
Q031,nDCG@10,0.22009176629808017,TF-IDF
Q032,MAP,0.8895926496240169,TF-IDF
Q032,Bpref,0.8947368421052634,TF-IDF
Q032,MRR,1.0,TF-IDF
Q032,P@10,0.9,TF-IDF
Q032,nDCG@10,0.8611375561264454,TF-IDF
Q033,MAP,0.0,TF-IDF
Q033,Bpref,0.0,TF-IDF
Q033,MRR,0.0,TF-IDF
Q033,P@10,0.0,TF-IDF
Q033,nDCG@10,0.0,TF-IDF
Q034,MAP,0.02948717948717949,TF-IDF
Q034,Bpref,0.06250000000000001,TF-IDF
Q034,MRR,0.2,TF-IDF
Q034,P@10,0.1,TF-IDF
Q034,nDCG@10,0.08514311764162098,TF-IDF
Q035,MAP,0.10047846889952151,TF-IDF
Q035,Bpref,0.09090909090909091,TF-IDF
Q035,MRR,1.0,TF-IDF
Q035,P@10,0.1,TF-IDF
Q035,nDCG@10,0.22009176629808017,TF-IDF
Q036,MAP,0.0,TF-IDF
Q036,Bpref,0.0,TF-IDF
Q036,MRR,0.0,TF-IDF
Q036,P@10,0.0,TF-IDF
Q036,nDCG@10,0.0,TF-IDF
Q037,MAP,0.011363636363636364,TF-IDF
Q037,Bpref,0.03305785123966942,TF-IDF
Q037,MRR,0.125,TF-IDF
Q037,P@10,0.1,TF-IDF
Q037,nDCG@10,0.06943122193677727,TF-IDF
Q038,MAP,0.7692307692307693,TF-IDF
Q038,Bpref,0.7692307692307693,TF-IDF
Q038,MRR,1.0,TF-IDF
Q038,P@10,1.0,TF-IDF
Q038,nDCG@10,1.0,TF-IDF
Q039,MAP,0.68,TF-IDF
Q039,Bpref,0.68,TF-IDF
Q039,MRR,1.0,TF-IDF
Q039,P@10,1.0,TF-IDF
Q039,nDCG@10,1.0,TF-IDF
Q040,MAP,0.6666666666666666,TF-IDF
Q040,Bpref,0.6666666666666666,TF-IDF
Q040,MRR,1.0,TF-IDF
Q040,P@10,1.0,TF-IDF
Q040,nDCG@10,1.0,TF-IDF
Q041,MAP,0.31037499105329114,TF-IDF
Q041,Bpref,0.030303030303030304,TF-IDF
Q041,MRR,0.3333333333333333,TF-IDF
Q041,P@10,0.6,TF-IDF
Q041,nDCG@10,0.477504403208069,TF-IDF
Q042,MAP,0.625,TF-IDF
Q042,Bpref,0.625,TF-IDF
Q042,MRR,1.0,TF-IDF
Q042,P@10,1.0,TF-IDF
Q042,nDCG@10,1.0,TF-IDF
Q043,MAP,0.7407407407407407,TF-IDF
Q043,Bpref,0.7407407407407407,TF-IDF
Q043,MRR,1.0,TF-IDF
Q043,P@10,1.0,TF-IDF
Q043,nDCG@10,0.9668728882728055,TF-IDF
Q044,MAP,0.7800203890035545,TF-IDF
Q044,Bpref,0.5833333333333334,TF-IDF
Q044,MRR,1.0,TF-IDF
Q044,P@10,1.0,TF-IDF
Q044,nDCG@10,1.0,TF-IDF
Q045,MAP,0.3955756924152177,TF-IDF
Q045,Bpref,0.1111111111111111,TF-IDF
Q045,MRR,1.0,TF-IDF
Q045,P@10,0.1,TF-IDF
Q045,nDCG@10,0.23504554941448536,TF-IDF
Q046,MAP,0.05,TF-IDF
Q046,Bpref,0.0,TF-IDF
Q046,MRR,0.05,TF-IDF
Q046,P@10,0.0,TF-IDF
Q046,nDCG@10,0.0,TF-IDF
Q047,MAP,0.25833333333333336,TF-IDF
Q047,Bpref,0.1875,TF-IDF
Q047,MRR,0.3333333333333333,TF-IDF
Q047,P@10,0.3,TF-IDF
Q047,nDCG@10,0.43958542078714635,TF-IDF
Q048,MAP,0.4812919923214041,TF-IDF
Q048,Bpref,0.38999999999999996,TF-IDF
Q048,MRR,0.5,TF-IDF
Q048,P@10,0.3,TF-IDF
Q048,nDCG@10,0.24447670379354147,TF-IDF
Q049,MAP,0.2797385620915033,TF-IDF
Q049,Bpref,0.2,TF-IDF
Q049,MRR,1.0,TF-IDF
Q049,P@10,0.2,TF-IDF
Q049,nDCG@10,0.4412576003965278,TF-IDF
Q050,MAP,0.03125,TF-IDF
Q050,Bpref,0.0,TF-IDF
Q050,MRR,0.0625,TF-IDF
Q050,P@10,0.0,TF-IDF
Q050,nDCG@10,0.0,TF-IDF
